epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,6751.5,0.60478,0.31124,0.92458,0.99356,0.97104,0.99034,0.75623,1.03187,0.35826,1.08643,0.006436,0.006436,0.006436
182,6788.75,0.6124,0.31003,0.93078,0.98832,0.97484,0.9914,0.75943,1.02437,0.35283,1.08551,0.0064162,0.0064162,0.0064162
183,6826.12,0.60985,0.3099,0.9236,0.99358,0.97285,0.99106,0.75752,1.03351,0.35008,1.09115,0.0063964,0.0063964,0.0063964
184,6863.37,0.61459,0.30961,0.93034,0.99312,0.97484,0.99076,0.76271,1.03261,0.34321,1.08731,0.0063766,0.0063766,0.0063766
185,6900.93,0.6249,0.31144,0.93847,0.9933,0.97484,0.99055,0.75662,1.04299,0.34477,1.09962,0.0063568,0.0063568,0.0063568
186,6938.24,0.61174,0.31617,0.92939,0.99047,0.98029,0.99175,0.75517,1.048,0.35548,1.09561,0.006337,0.006337,0.006337
187,6975.28,0.60221,0.30777,0.91808,0.99356,0.97107,0.99142,0.7564,1.04249,0.35389,1.08798,0.0063172,0.0063172,0.0063172
188,7012.76,0.60504,0.30942,0.9185,0.98914,0.97484,0.99083,0.76034,1.04109,0.34255,1.09011,0.0062974,0.0062974,0.0062974
189,7050.22,0.60606,0.30456,0.93167,0.98723,0.97272,0.99061,0.75722,1.04375,0.3506,1.09112,0.0062776,0.0062776,0.0062776
190,7087.96,0.60517,0.30753,0.92636,0.98725,0.97428,0.99143,0.75816,1.03673,0.34713,1.09104,0.0062578,0.0062578,0.0062578
191,7125.32,0.60368,0.30578,0.93005,0.98726,0.97446,0.99187,0.75582,1.04119,0.34535,1.09344,0.006238,0.006238,0.006238
192,7161.82,0.60331,0.30513,0.92638,0.98726,0.97437,0.99118,0.76189,1.02792,0.34161,1.08463,0.0062182,0.0062182,0.0062182
193,7208.73,0.60437,0.30221,0.9217,0.98729,0.97684,0.99145,0.76228,1.02315,0.34709,1.08571,0.0061984,0.0061984,0.0061984
194,7248.54,0.60973,0.30774,0.93053,0.9873,0.97778,0.99067,0.7605,1.025,0.36223,1.09173,0.0061786,0.0061786,0.0061786
195,7285.73,0.60557,0.30736,0.92989,0.99358,0.97401,0.99023,0.76248,1.04034,0.3629,1.09673,0.0061588,0.0061588,0.0061588
196,7321.92,0.60756,0.30577,0.92606,0.99145,0.97484,0.98999,0.76606,1.0393,0.36077,1.09473,0.006139,0.006139,0.006139
197,7358.3,0.60937,0.30609,0.92537,0.99359,0.97475,0.99106,0.76283,1.03802,0.35469,1.09233,0.0061192,0.0061192,0.0061192
198,7393.63,0.60005,0.30678,0.92269,0.99321,0.97484,0.99039,0.76141,1.04497,0.35141,1.09217,0.0060994,0.0060994,0.0060994
199,7429.98,0.60141,0.30021,0.93075,0.99171,0.97484,0.99138,0.76097,1.04279,0.35214,1.09401,0.0060796,0.0060796,0.0060796
200,7466.38,0.59008,0.30036,0.91971,0.98965,0.97484,0.99125,0.76091,1.03662,0.35134,1.09741,0.0060598,0.0060598,0.0060598
201,7502.62,0.59691,0.30437,0.92821,0.9904,0.97365,0.99086,0.76062,1.0362,0.35216,1.09071,0.00604,0.00604,0.00604
202,7538.44,0.59682,0.30428,0.92219,0.98969,0.97484,0.99124,0.76159,1.03234,0.3514,1.09444,0.0060202,0.0060202,0.0060202
203,7574.66,0.60482,0.3079,0.92423,0.99359,0.97467,0.99084,0.75828,1.0307,0.34596,1.09332,0.0060004,0.0060004,0.0060004
204,7610.87,0.59702,0.30305,0.92269,0.99358,0.97358,0.99109,0.76334,1.02506,0.34584,1.09231,0.0059806,0.0059806,0.0059806
205,7646.24,0.60107,0.29677,0.92379,0.9898,0.97484,0.98979,0.76161,1.03515,0.34884,1.09697,0.0059608,0.0059608,0.0059608
206,7682.43,0.59553,0.29883,0.91984,0.99044,0.97695,0.98877,0.76127,1.0348,0.3524,1.09563,0.005941,0.005941,0.005941
207,7718.98,0.5932,0.29827,0.92062,0.99047,0.98061,0.98803,0.76155,1.03318,0.35078,1.09346,0.0059212,0.0059212,0.0059212
208,7754.34,0.59927,0.30296,0.92301,0.98975,0.98113,0.98857,0.76193,1.03745,0.35271,1.09399,0.0059014,0.0059014,0.0059014
209,7790.48,0.59044,0.30288,0.9226,0.98916,0.98113,0.98901,0.76414,1.02846,0.34598,1.08944,0.0058816,0.0058816,0.0058816
210,7825.81,0.5942,0.29979,0.92176,0.99046,0.97988,0.9888,0.76324,1.03772,0.34665,1.09347,0.0058618,0.0058618,0.0058618
211,7861.13,0.59329,0.29885,0.92429,0.99044,0.97772,0.98904,0.76212,1.03605,0.35121,1.09101,0.005842,0.005842,0.005842
212,7896.47,0.59001,0.29538,0.91799,0.99044,0.97768,0.98837,0.76141,1.02701,0.35469,1.08618,0.0058222,0.0058222,0.0058222
213,7931.93,0.59398,0.29968,0.91848,0.99048,0.98106,0.98835,0.76356,1.02881,0.3573,1.09301,0.0058024,0.0058024,0.0058024
214,7968.31,0.58242,0.29647,0.92307,0.99044,0.97715,0.98797,0.76478,1.02895,0.36801,1.09447,0.0057826,0.0057826,0.0057826
215,8004.67,0.59811,0.29853,0.92112,0.9901,0.97484,0.9878,0.76467,1.02738,0.36681,1.09102,0.0057628,0.0057628,0.0057628
216,8041.46,0.58707,0.29247,0.91973,0.99047,0.98008,0.98871,0.76178,1.03033,0.37588,1.0844,0.005743,0.005743,0.005743
217,8076.83,0.58981,0.29804,0.91583,0.99045,0.97816,0.9881,0.76629,1.0253,0.37914,1.0803,0.0057232,0.0057232,0.0057232
218,8112.19,0.5804,0.29328,0.91431,0.99041,0.97415,0.98803,0.76251,1.02984,0.37584,1.08132,0.0057034,0.0057034,0.0057034
219,8147.58,0.59736,0.30147,0.918,0.98954,0.9717,0.98903,0.76356,1.03503,0.36433,1.08724,0.0056836,0.0056836,0.0056836
220,8183.87,0.58991,0.29644,0.91761,0.9873,0.97767,0.98888,0.76536,1.02639,0.36424,1.0815,0.0056638,0.0056638,0.0056638
221,8220.22,0.58655,0.29814,0.91848,0.98721,0.97799,0.98905,0.76341,1.01144,0.36169,1.0756,0.005644,0.005644,0.005644
222,8255.44,0.598,0.29946,0.92442,0.98731,0.9788,0.98896,0.76495,1.0184,0.35839,1.08007,0.0056242,0.0056242,0.0056242
223,8290.78,0.57611,0.28958,0.91643,0.98444,0.97484,0.98835,0.76368,1.02574,0.35606,1.083,0.0056044,0.0056044,0.0056044
224,8326.19,0.58047,0.29838,0.91728,0.98723,0.97258,0.98757,0.76291,1.02265,0.35873,1.07778,0.0055846,0.0055846,0.0055846
225,8362.15,0.59633,0.29655,0.92137,0.99266,0.96855,0.98969,0.76588,1.02209,0.35895,1.07555,0.0055648,0.0055648,0.0055648
226,8397.46,0.58264,0.29807,0.91602,0.99356,0.97086,0.99011,0.76943,1.02406,0.36455,1.07245,0.005545,0.005545,0.005545
227,8442.88,0.57951,0.29965,0.92195,0.99357,0.97149,0.98879,0.7703,1.01822,0.36759,1.06741,0.0055252,0.0055252,0.0055252
228,8482.03,0.59063,0.3022,0.91867,0.99316,0.9717,0.98978,0.77053,1.01503,0.35598,1.06483,0.0055054,0.0055054,0.0055054
229,8517.48,0.58204,0.28847,0.91501,0.99178,0.9717,0.99046,0.76838,1.01929,0.35412,1.06925,0.0054856,0.0054856,0.0054856
230,8552.88,0.58118,0.29256,0.91498,0.99171,0.9717,0.99027,0.76654,1.02448,0.36136,1.07521,0.0054658,0.0054658,0.0054658
231,8590.32,0.58039,0.29685,0.91718,0.99224,0.97484,0.98955,0.76749,1.02632,0.36401,1.07722,0.005446,0.005446,0.005446
232,8625.95,0.57731,0.28938,0.91712,0.99197,0.97484,0.98953,0.76803,1.03351,0.35345,1.08226,0.0054262,0.0054262,0.0054262
233,8661.45,0.58885,0.29287,0.91903,0.98892,0.97484,0.98957,0.76798,1.03951,0.36129,1.08512,0.0054064,0.0054064,0.0054064
234,8697.77,0.59993,0.29866,0.92159,0.9904,0.97318,0.98927,0.76961,1.04286,0.36388,1.0859,0.0053866,0.0053866,0.0053866
235,8734.85,0.57514,0.29612,0.91388,0.99024,0.97799,0.9895,0.76653,1.04395,0.35862,1.08637,0.0053668,0.0053668,0.0053668
236,8770.85,0.57037,0.28984,0.91366,0.98861,0.97799,0.98935,0.7679,1.04221,0.35998,1.0848,0.005347,0.005347,0.005347
237,8807.79,0.57853,0.29011,0.91455,0.98915,0.97799,0.98979,0.76953,1.03706,0.36308,1.07848,0.0053272,0.0053272,0.0053272
238,8845.01,0.58755,0.29107,0.91838,0.99044,0.9774,0.99007,0.76917,1.03,0.36099,1.0777,0.0053074,0.0053074,0.0053074
239,8881.67,0.58217,0.29558,0.91253,0.98976,0.97484,0.98995,0.771,1.02671,0.3621,1.07543,0.0052876,0.0052876,0.0052876
240,8918.74,0.56917,0.2876,0.90841,0.99041,0.97419,0.99046,0.77016,1.02391,0.35681,1.07378,0.0052678,0.0052678,0.0052678
241,8956.69,0.58143,0.29342,0.91628,0.99357,0.97118,0.99042,0.76843,1.01945,0.3535,1.07113,0.005248,0.005248,0.005248
242,8992.13,0.58207,0.2927,0.9133,0.99254,0.9717,0.99072,0.77049,1.01637,0.35295,1.07275,0.0052282,0.0052282,0.0052282
243,9028.13,0.57108,0.29166,0.91704,0.99038,0.9717,0.99068,0.77137,1.01371,0.34932,1.0716,0.0052084,0.0052084,0.0052084
244,9063.6,0.56884,0.28746,0.91043,0.99039,0.97222,0.99063,0.76689,1.01308,0.35026,1.07188,0.0051886,0.0051886,0.0051886
245,9099.91,0.58141,0.29808,0.92337,0.9904,0.97364,0.99054,0.76412,1.01423,0.34695,1.07425,0.0051688,0.0051688,0.0051688
246,9135.3,0.56473,0.28674,0.91243,0.9904,0.97331,0.98973,0.76521,1.01319,0.34802,1.07579,0.005149,0.005149,0.005149
247,9170.56,0.57034,0.28607,0.92016,0.99041,0.97421,0.98953,0.76774,1.01489,0.35171,1.07721,0.0051292,0.0051292,0.0051292
248,9206.34,0.57062,0.29447,0.90476,0.9904,0.97358,0.98933,0.76696,1.01337,0.35302,1.07508,0.0051094,0.0051094,0.0051094
249,9241.65,0.56849,0.28596,0.91196,0.98951,0.9717,0.98965,0.76944,1.01238,0.34915,1.076,0.0050896,0.0050896,0.0050896
250,9277.81,0.57254,0.28813,0.91072,0.98925,0.9717,0.98943,0.76727,1.0126,0.3477,1.07849,0.0050698,0.0050698,0.0050698
251,9313.3,0.57568,0.28629,0.9114,0.98944,0.9717,0.98942,0.76746,1.01407,0.34978,1.07932,0.00505,0.00505,0.00505
252,9349.39,0.55804,0.28158,0.9081,0.98948,0.9717,0.98967,0.77188,1.01585,0.3498,1.07998,0.0050302,0.0050302,0.0050302
253,9384.75,0.56707,0.28359,0.91149,0.99026,0.9717,0.98966,0.76764,1.01626,0.34718,1.08162,0.0050104,0.0050104,0.0050104
254,9420.08,0.56581,0.28295,0.91228,0.98809,0.9717,0.99002,0.76731,1.02214,0.35182,1.08272,0.0049906,0.0049906,0.0049906
255,9455.46,0.56052,0.28364,0.90646,0.98724,0.97321,0.99016,0.76674,1.02471,0.35517,1.08486,0.0049708,0.0049708,0.0049708
256,9491.78,0.56758,0.28572,0.90892,0.9854,0.9717,0.99073,0.76825,1.02522,0.35169,1.0872,0.004951,0.004951,0.004951
257,9528.04,0.57163,0.28719,0.91003,0.98586,0.9717,0.99022,0.7672,1.02938,0.35452,1.08941,0.0049312,0.0049312,0.0049312
258,9563.42,0.57432,0.28916,0.91174,0.98758,0.9717,0.99043,0.76719,1.03595,0.35859,1.09249,0.0049114,0.0049114,0.0049114
259,9598.78,0.56347,0.28688,0.91139,0.99089,0.9717,0.99085,0.7688,1.03489,0.35469,1.09309,0.0048916,0.0048916,0.0048916
260,9633.98,0.56529,0.29012,0.90581,0.99031,0.9717,0.99092,0.76885,1.03308,0.3518,1.09316,0.0048718,0.0048718,0.0048718
261,9682.17,0.56156,0.28353,0.90352,0.99039,0.97223,0.99083,0.76722,1.02847,0.35153,1.09193,0.004852,0.004852,0.004852
262,9720.73,0.56339,0.28509,0.90319,0.99138,0.9717,0.99071,0.76891,1.0245,0.35061,1.08861,0.0048322,0.0048322,0.0048322
263,9756.62,0.56443,0.28286,0.90966,0.99083,0.9717,0.99067,0.7686,1.02341,0.35296,1.08759,0.0048124,0.0048124,0.0048124
264,9792.04,0.56092,0.28422,0.9102,0.99087,0.9717,0.99056,0.76806,1.02032,0.35262,1.08502,0.0047926,0.0047926,0.0047926
265,9827.49,0.57121,0.28752,0.91473,0.99114,0.9717,0.98993,0.76722,1.01971,0.34847,1.08577,0.0047728,0.0047728,0.0047728
266,9864.46,0.56398,0.2826,0.90747,0.99045,0.9717,0.9894,0.76834,1.0188,0.3515,1.08466,0.004753,0.004753,0.004753
267,9900.91,0.55933,0.2842,0.90906,0.99047,0.9717,0.98935,0.7653,1.01835,0.35288,1.08553,0.0047332,0.0047332,0.0047332
268,9938.16,0.56364,0.28089,0.91406,0.99046,0.9717,0.98942,0.76932,1.01697,0.35063,1.08429,0.0047134,0.0047134,0.0047134
269,9973.44,0.54919,0.278,0.90811,0.99067,0.9717,0.98971,0.76948,1.02,0.35277,1.08445,0.0046936,0.0046936,0.0046936
270,10009.6,0.54663,0.27847,0.90479,0.9906,0.9717,0.98977,0.76955,1.02186,0.35026,1.08719,0.0046738,0.0046738,0.0046738
271,10045.6,0.55374,0.2817,0.90281,0.99106,0.9717,0.98994,0.7706,1.02313,0.35092,1.08827,0.004654,0.004654,0.004654
272,10082.2,0.55904,0.28042,0.90748,0.99292,0.9717,0.98973,0.7695,1.026,0.35234,1.0899,0.0046342,0.0046342,0.0046342
273,10117.7,0.5612,0.28538,0.90637,0.99356,0.97086,0.99045,0.76757,1.02323,0.35201,1.08963,0.0046144,0.0046144,0.0046144
274,10153.1,0.55671,0.28288,0.90724,0.99356,0.97103,0.99031,0.76905,1.01753,0.35192,1.08801,0.0045946,0.0045946,0.0045946
275,10190.1,0.55681,0.28043,0.91154,0.99356,0.9705,0.99018,0.76813,1.01669,0.35245,1.08944,0.0045748,0.0045748,0.0045748
276,10227.9,0.5508,0.28212,0.90296,0.99356,0.97023,0.98991,0.77062,1.01413,0.3527,1.0866,0.004555,0.004555,0.004555
277,10264.2,0.54851,0.27735,0.90637,0.99242,0.96855,0.9897,0.76837,1.01422,0.35038,1.08589,0.0045352,0.0045352,0.0045352
278,10300.5,0.55082,0.27655,0.90217,0.99181,0.96855,0.98992,0.77183,1.0184,0.35155,1.08626,0.0045154,0.0045154,0.0045154
279,10337.7,0.55498,0.2773,0.90341,0.99356,0.97017,0.98943,0.76936,1.02167,0.34786,1.08555,0.0044956,0.0044956,0.0044956
280,10373.1,0.5546,0.28205,0.91193,0.99356,0.97001,0.98936,0.77058,1.01984,0.34329,1.08517,0.0044758,0.0044758,0.0044758
281,10408.4,0.53973,0.27268,0.90152,0.99356,0.97056,0.98956,0.77088,1.0224,0.34282,1.08592,0.004456,0.004456,0.004456
282,10443.8,0.54289,0.27978,0.90597,0.99356,0.97047,0.98927,0.76994,1.02172,0.34249,1.08543,0.0044362,0.0044362,0.0044362
283,10479.1,0.53488,0.27007,0.89637,0.9923,0.9717,0.98952,0.77023,1.0186,0.34001,1.08562,0.0044164,0.0044164,0.0044164
284,10514.4,0.55128,0.28021,0.91147,0.99226,0.9717,0.99012,0.77114,1.02002,0.34017,1.08592,0.0043966,0.0043966,0.0043966
285,10549.7,0.54399,0.27479,0.90834,0.99253,0.9717,0.99022,0.76712,1.01955,0.34092,1.0863,0.0043768,0.0043768,0.0043768
286,10585.3,0.54221,0.27532,0.90111,0.99215,0.9717,0.99009,0.76952,1.01915,0.34001,1.08763,0.004357,0.004357,0.004357
287,10622.6,0.56114,0.27961,0.91112,0.99189,0.9717,0.99018,0.76999,1.02078,0.3401,1.08883,0.0043372,0.0043372,0.0043372
288,10660,0.55217,0.27719,0.9017,0.99211,0.9717,0.9901,0.76989,1.01979,0.33855,1.08848,0.0043174,0.0043174,0.0043174
289,10696.4,0.55443,0.27871,0.90768,0.992,0.9717,0.98988,0.76904,1.01925,0.33819,1.08903,0.0042976,0.0042976,0.0042976
290,10732.8,0.55749,0.27528,0.90842,0.99167,0.9717,0.98955,0.77044,1.0235,0.34003,1.09121,0.0042778,0.0042778,0.0042778
291,10769.2,0.53812,0.27252,0.90377,0.99193,0.9717,0.98962,0.77006,1.02389,0.33832,1.09159,0.004258,0.004258,0.004258
292,10805.3,0.54609,0.277,0.90742,0.99214,0.9717,0.98952,0.77015,1.0218,0.3382,1.09036,0.0042382,0.0042382,0.0042382
293,10842.1,0.54072,0.27111,0.90041,0.99219,0.9717,0.98946,0.77201,1.02316,0.34095,1.09168,0.0042184,0.0042184,0.0042184
294,10878.4,0.53325,0.26966,0.89356,0.98954,0.9717,0.98935,0.77286,1.02516,0.34112,1.09416,0.0041986,0.0041986,0.0041986
295,10930.1,0.54428,0.2717,0.90077,0.99239,0.9717,0.98924,0.77063,1.02603,0.34072,1.0956,0.0041788,0.0041788,0.0041788
296,10967.6,0.54755,0.27341,0.90515,0.99132,0.9717,0.9891,0.76763,1.02739,0.34057,1.09695,0.004159,0.004159,0.004159
297,11003,0.55018,0.27439,0.90786,0.9904,0.9717,0.98882,0.76611,1.0283,0.3453,1.0982,0.0041392,0.0041392,0.0041392
298,11038.4,0.5462,0.2767,0.90192,0.9904,0.97286,0.9888,0.76618,1.02573,0.34422,1.09788,0.0041194,0.0041194,0.0041194
299,11075.1,0.54748,0.27624,0.89657,0.99359,0.97417,0.98889,0.76549,1.02439,0.34461,1.09824,0.0040996,0.0040996,0.0040996
300,11110.5,0.55013,0.27582,0.89985,0.99357,0.97258,0.98884,0.76458,1.02691,0.34547,1.09954,0.0040798,0.0040798,0.0040798
301,11146.4,0.52876,0.26807,0.89443,0.99357,0.97197,0.98892,0.76811,1.02713,0.34728,1.099,0.00406,0.00406,0.00406
302,11181.8,0.53887,0.26596,0.89835,0.9926,0.9717,0.98897,0.76737,1.02585,0.35014,1.0975,0.0040402,0.0040402,0.0040402
303,11217.2,0.53336,0.26826,0.89633,0.99203,0.9717,0.98874,0.76945,1.02604,0.35255,1.09788,0.0040204,0.0040204,0.0040204
304,11253.6,0.53325,0.26525,0.89677,0.99183,0.9717,0.98884,0.76849,1.02573,0.3526,1.09745,0.0040006,0.0040006,0.0040006
305,11288.9,0.55345,0.28158,0.90898,0.99358,0.97264,0.98881,0.76959,1.02516,0.35146,1.09698,0.0039808,0.0039808,0.0039808
306,11324.4,0.53793,0.27017,0.89922,0.9901,0.97484,0.98879,0.76852,1.02581,0.35137,1.097,0.003961,0.003961,0.003961
307,11360.5,0.53817,0.2714,0.89872,0.99044,0.97723,0.98843,0.7692,1.02781,0.35051,1.09779,0.0039412,0.0039412,0.0039412
308,11396.7,0.53982,0.27283,0.89864,0.99041,0.97455,0.98849,0.76839,1.02883,0.35186,1.09708,0.0039214,0.0039214,0.0039214
309,11433.6,0.53223,0.26926,0.89784,0.98793,0.9717,0.98853,0.76674,1.02803,0.35154,1.09673,0.0039016,0.0039016,0.0039016
